Study_Hours,Sleep_Hours,Screen_Time_Hours,Exercise_Hours,Stress_Level,Previous_Marks,Burnout_Score,Burnout_Level,Performance_Decline,Final_Predicted_Marks
5.07,5.47,1.75,2.21,1,86.53,2.56,Medium,4.63,81.9
3.4,7.24,6.6,1.2,4,61.58,3.96,Medium,0.75,60.84
2.71,7.85,3.38,1.62,4,69.15,2.35,Medium,2.29,66.86
7.18,7.66,6.19,0.42,4,83.6,2.62,Medium,2.15,81.44
3.86,5.7,7.27,2.17,7,61.44,6.78,High,2.06,59.39
5.09,3.41,5.38,0.0,5,52.72,4.5,Medium,4.65,48.06
6.91,7.52,2.0,1.73,5,87.12,2.92,Medium,4.25,82.87
4.03,6.77,2.76,1.4,3,78.96,4.79,Medium,3.97,74.99
4.91,6.15,3.18,0.4,10,55.44,6.65,High,1.43,54.01
4.97,8.15,0.26,0.83,5,70.34,0.86,Low,1.7,68.64
6.37,6.93,7.82,0.09,5,65.68,4.79,Medium,1.3,64.38
6.18,5.02,5.28,0.13,8,62.18,7.39,High,3.97,58.21
4.56,4.1,2.16,0.0,2,72.16,2.26,Low,1.96,70.2
5.13,5.31,8.64,1.61,8,54.4,6.88,High,4.89,49.51
4.26,10.0,3.25,1.96,4,69.87,2.36,Medium,1.82,68.05
2.04,8.08,5.63,0.0,9,41.53,7.97,High,0.85,40.68
5.52,7.28,2.94,2.47,8,75.43,1.9,Low,4.65,70.78
8.78,6.73,0.0,0.99,5,100.0,3.09,Medium,3.91,96.09
3.23,6.63,1.59,1.23,5,67.39,2.08,Low,2.92,64.47
3.45,8.75,3.88,0.0,9,64.06,3.15,Medium,4.29,59.77
3.26,6.26,7.25,2.06,5,55.58,2.06,Low,4.75,50.83
6.45,7.87,5.87,1.16,9,64.97,7.44,High,4.31,60.66
5.9,6.48,5.35,1.91,6,60.55,1.93,Low,4.52,56.03
4.68,9.91,0.0,1.98,1,94.33,-4.05,Low,1.36,92.97
3.16,8.11,8.18,2.07,8,52.36,3.39,Medium,2.55,49.8
5.18,8.87,5.56,0.48,1,82.58,-2.22,Low,3.98,78.6
1.87,6.12,4.7,0.83,2,58.67,-0.49,Low,2.63,56.04
5.29,8.59,7.83,0.51,6,76.22,2.15,Low,3.21,73.01
6.74,6.53,8.12,1.72,5,81.97,4.11,Medium,4.61,77.36
2.5,7.17,7.89,1.27,2,50.77,3.63,Medium,1.48,49.3
1.93,9.45,4.38,1.86,6,66.59,0.61,Low,2.7,63.9
8.16,5.44,2.49,1.89,7,77.72,5.17,High,2.82,74.91
3.78,7.3,7.47,0.0,3,65.74,3.43,Medium,1.8,63.94
7.27,7.66,1.59,2.08,8,75.54,-0.11,Low,1.84,73.7
4.69,7.78,9.87,1.76,4,74.01,2.38,Medium,3.85,70.17
4.68,6.32,5.07,0.7,10,61.01,4.85,Medium,4.65,56.37
5.88,10.0,2.35,1.28,9,68.76,3.7,Medium,3.17,65.59
3.23,5.06,1.92,0.9,7,57.96,3.88,Medium,2.44,55.52
5.26,9.19,1.81,1.49,3,86.02,0.54,Low,3.75,82.27
4.24,8.82,5.35,0.7,5,72.27,0.82,Low,4.99,67.28
2.36,9.85,4.98,1.38,9,57.75,2.28,Low,0.41,57.34
5.67,4.62,1.91,1.05,9,68.16,2.36,Medium,8.55,59.61
4.47,5.7,4.11,0.65,8,58.73,4.39,Medium,2.78,55.95
4.69,9.24,1.58,1.15,8,75.36,1.86,Low,3.05,72.31
2.58,4.18,6.47,3.17,9,43.63,5.87,High,12.97,30.67
8.18,4.59,4.86,0.45,5,75.84,5.17,High,4.78,71.06
6.75,6.27,4.05,0.8,9,73.62,4.53,Medium,0.43,73.19
6.93,7.29,1.78,0.47,6,86.07,3.06,Medium,1.54,84.53
4.39,9.39,4.25,0.55,6,70.47,1.9,Low,1.49,68.98
1.54,6.72,3.96,1.65,10,48.13,2.48,Medium,3.67,44.46
8.91,6.09,5.79,1.57,6,88.67,3.18,Medium,3.35,85.31
4.88,7.47,5.42,1.0,7,64.8,0.26,Low,0.31,64.49
3.5,7.7,6.98,1.82,9,62.13,4.03,Medium,0.75,61.39
5.83,7.66,3.79,1.63,3,81.35,0.29,Low,1.59,79.75
7.33,6.73,0.35,0.87,6,83.09,0.73,Low,3.52,79.57
4.95,4.07,7.48,0.0,10,41.21,8.24,High,11.45,30.0
7.56,5.62,2.66,1.66,5,76.23,3.58,Medium,1.58,74.65
7.17,9.13,2.23,1.14,4,93.87,1.97,Low,2.63,91.25
2.85,7.28,4.89,1.02,8,64.28,4.69,Medium,1.86,62.42
3.65,6.52,5.76,0.63,3,65.42,1.87,Low,2.89,62.53
6.92,8.68,3.67,1.6,2,89.46,0.54,Low,3.14,86.32
0.0,5.3,3.65,1.28,4,56.08,2.49,Medium,2.59,53.49
4.7,6.66,4.02,0.81,3,74.21,2.49,Medium,1.95,72.27
2.14,7.21,8.54,0.02,7,35.0,5.87,High,4.4,30.6
4.05,6.34,4.99,1.85,4,73.9,1.97,Low,4.01,69.9
4.4,7.15,2.58,1.48,10,55.81,2.73,Medium,4.99,50.82
4.28,6.72,2.61,1.2,9,62.22,4.24,Medium,2.06,60.15
3.9,4.9,4.37,0.0,5,56.62,2.25,Low,0.19,56.42
2.81,7.27,5.59,0.97,3,61.08,2.34,Low,3.26,57.82
9.58,5.01,6.21,0.81,2,87.69,3.55,Medium,3.92,83.77
8.73,7.25,5.31,0.51,6,85.45,4.14,Medium,4.68,80.77
2.68,9.06,2.9,1.6,6,67.45,0.78,Low,0.05,67.4
8.16,6.58,3.94,1.57,1,99.67,2.53,Medium,4.4,95.27
4.2,5.24,6.83,1.35,7,64.76,5.93,High,2.58,62.17
5.26,6.81,2.13,1.83,5,84.57,0.94,Low,1.87,82.69
4.87,5.75,3.84,0.18,7,61.51,2.02,Low,1.11,60.4
3.68,7.89,6.49,0.64,4,62.29,2.46,Medium,4.07,58.21
6.97,6.78,7.19,1.06,5,73.66,5.58,High,1.82,71.84
5.25,9.56,4.52,0.5,7,76.49,1.04,Low,3.02,73.47
4.05,8.74,3.97,1.58,6,75.79,2.77,Medium,2.56,73.23
2.39,6.77,1.69,0.58,1,57.33,-1.89,Low,1.32,56.02
3.21,8.07,6.31,2.04,1,75.17,-1.32,Low,3.94,71.23
1.72,6.41,8.3,0.26,2,42.17,3.26,Medium,1.49,40.68
5.02,7.05,11.41,2.71,3,69.1,4.25,Medium,3.94,65.17
2.61,6.46,5.97,2.62,1,67.62,0.12,Low,2.05,65.57
4.47,8.15,4.87,0.92,10,55.45,5.91,High,0.15,55.3
7.74,9.15,2.7,1.92,2,100.0,1.26,Low,3.84,96.16
7.4,8.2,0.3,0.68,2,90.34,-2.25,Low,4.5,85.84
4.94,8.38,5.44,1.81,7,69.73,3.37,Medium,0.6,69.13
4.83,8.38,10.88,0.86,6,55.67,6.66,High,2.93,52.75
8.76,7.83,8.18,0.0,9,70.8,7.07,High,0.36,70.44
6.04,5.29,7.79,0.0,10,57.86,3.03,Medium,4.15,53.71
4.34,9.55,5.61,0.79,5,66.03,0.42,Low,4.94,61.09
2.15,9.71,5.9,1.22,3,70.03,2.04,Low,2.47,67.55
5.79,6.65,0.0,2.06,1,90.92,-1.59,Low,1.57,89.36
6.66,6.44,6.91,1.03,1,80.49,3.45,Medium,4.23,76.26
3.74,7.92,3.55,1.8,2,75.11,3.15,Medium,2.6,72.51
5.58,7.83,3.25,0.64,3,82.89,0.76,Low,2.25,80.65
4.27,6.7,4.19,0.73,10,59.74,4.03,Medium,1.14,58.6
4.63,5.12,4.11,1.84,10,57.48,3.74,Medium,3.08,54.4
0.02,7.46,3.21,0.0,5,51.22,2.37,Medium,3.03,48.19
4.56,7.83,5.03,1.01,7,69.07,2.47,Medium,1.31,67.76
6.94,8.09,3.6,0.68,4,85.27,1.3,Low,1.06,84.22
3.74,7.52,5.25,2.09,10,56.85,2.98,Medium,2.19,54.66
5.11,6.59,1.28,0.58,6,77.24,1.66,Low,2.25,74.99
3.49,8.49,4.46,1.41,6,70.8,1.15,Low,0.64,70.16
5.72,7.1,2.26,1.74,2,95.46,-2.63,Low,1.38,94.08
4.57,6.3,3.4,0.0,6,55.93,1.78,Low,0.8,55.13
3.12,6.73,5.36,0.89,5,64.08,3.65,Medium,4.51,59.57
7.67,4.38,0.99,0.65,6,83.66,5.41,High,0.37,83.29
6.86,6.73,2.94,1.76,4,88.77,1.73,Low,4.39,84.37
3.79,8.03,6.42,1.54,1,72.95,0.52,Low,2.64,70.31
6.0,7.51,1.47,0.81,9,64.43,4.15,Medium,3.33,61.1
6.07,9.28,9.44,0.16,3,80.88,5.68,High,4.62,76.26
6.28,6.61,8.01,1.83,1,77.42,0.3,Low,1.83,75.59
1.61,7.73,3.76,0.95,4,59.62,-0.95,Low,3.51,56.11
7.01,8.19,3.03,0.0,7,86.22,3.28,Medium,3.36,82.86
3.86,10.0,5.5,0.0,4,62.82,2.01,Low,4.94,57.88
4.28,7.22,1.38,1.35,4,79.64,0.79,Low,0.23,79.41
10.28,5.43,0.0,0.0,9,80.2,2.88,Medium,2.28,77.92
5.6,8.27,3.85,2.49,6,74.77,3.62,Medium,4.95,69.82
4.23,9.8,4.66,0.25,9,63.1,3.55,Medium,1.64,61.46
0.59,6.52,5.24,1.0,2,59.92,1.37,Low,4.83,55.09
7.78,8.26,3.46,1.13,7,86.58,5.72,High,4.08,82.5
2.31,8.84,8.18,0.42,7,57.3,1.49,Low,1.7,55.61
2.99,8.53,1.26,0.0,8,57.6,-0.16,Low,0.15,57.45
4.34,7.19,2.15,1.15,10,56.23,4.98,High,1.4,54.83
7.83,5.95,6.22,0.4,9,65.39,3.01,Medium,0.62,64.77
6.55,6.88,2.1,1.09,8,75.82,3.06,Medium,2.14,73.67
4.68,7.69,2.0,0.9,2,78.79,-0.81,Low,4.7,74.09
5.62,8.36,5.31,1.21,3,60.7,2.0,Low,2.56,58.14
3.8,7.5,2.37,2.25,2,70.26,-1.23,Low,2.24,68.02
5.28,6.43,4.67,0.56,1,75.46,1.65,Low,1.08,74.38
5.15,7.83,3.25,0.62,7,73.53,1.43,Low,3.11,70.42
6.94,8.29,2.85,0.0,8,69.54,1.89,Low,2.28,67.26
6.93,7.57,0.0,0.84,5,89.07,1.48,Low,3.86,85.21
5.99,5.75,5.35,1.33,10,53.92,5.97,High,2.58,51.34
4.28,6.73,1.88,0.61,9,62.85,4.22,Medium,4.43,58.42
6.48,8.42,4.58,1.33,4,83.22,4.1,Medium,3.92,79.31
4.82,4.93,3.72,0.86,1,76.45,2.85,Medium,0.73,75.73
2.84,3.86,4.48,0.0,4,49.3,3.43,Medium,0.68,48.62
4.19,9.26,4.63,1.25,5,64.37,2.91,Medium,0.12,64.25
5.17,7.77,5.48,0.84,8,68.12,4.58,Medium,1.85,66.28
6.82,7.91,3.18,1.1,5,73.99,3.99,Medium,0.27,73.72
4.63,5.38,8.11,0.55,10,44.93,7.18,High,2.25,42.68
2.58,8.11,0.38,0.48,9,66.35,1.78,Low,1.21,65.15
5.11,7.41,4.43,1.13,6,70.86,1.78,Low,2.49,68.37
5.23,4.62,7.09,0.82,8,57.81,7.35,High,9.09,48.72
5.37,9.14,6.19,2.38,3,84.73,0.94,Low,2.75,81.99
6.84,7.24,2.56,1.64,3,89.85,4.01,Medium,4.83,85.02
7.04,6.41,2.98,1.44,9,72.7,2.94,Medium,3.19,69.51
3.81,6.43,2.48,0.86,6,60.45,4.28,Medium,2.82,57.63
3.77,3.98,6.5,0.0,4,68.7,2.87,Medium,3.94,64.76
2.92,7.89,3.15,0.35,8,56.33,3.7,Medium,0.03,56.3
6.4,7.39,5.64,0.48,4,77.02,0.7,Low,1.41,75.61
7.9,6.71,5.66,0.78,4,83.06,0.35,Low,4.93,78.12
4.37,8.92,10.92,0.97,7,55.19,7.0,High,3.91,51.28
4.52,4.92,5.78,1.52,7,57.69,3.7,Medium,0.45,57.24
7.93,6.1,2.97,1.22,8,84.58,5.88,High,1.63,82.95
6.01,5.72,1.35,1.93,10,65.56,3.52,Medium,2.2,63.36
5.87,6.58,4.31,0.75,7,70.5,5.32,High,4.67,65.83
2.62,7.1,4.7,1.21,8,59.72,2.92,Medium,2.93,56.79
6.36,7.65,0.0,1.28,8,77.47,0.91,Low,0.39,77.09
3.14,6.48,3.22,1.2,7,59.82,3.88,Medium,2.55,57.28
2.73,5.68,5.74,2.03,1,72.54,2.08,Low,1.45,71.09
4.31,9.53,3.67,1.64,4,77.02,1.74,Low,1.69,75.33
3.83,10.0,7.42,0.0,3,57.8,1.28,Low,0.57,57.22
4.56,7.21,1.1,0.91,9,73.25,0.77,Low,2.29,70.95
2.12,5.86,6.69,0.99,10,38.25,3.87,Medium,3.35,34.91
6.92,9.21,7.28,2.72,8,78.41,3.21,Medium,3.8,74.61
7.26,4.83,7.39,0.74,9,55.21,6.18,High,5.64,49.57
1.11,6.5,1.09,0.21,5,53.88,2.75,Medium,3.3,50.57
6.96,5.96,5.79,1.35,5,72.93,3.39,Medium,4.35,68.58
3.38,5.26,3.33,1.4,10,54.11,1.66,Low,1.66,52.45
6.71,6.58,1.48,0.94,5,76.23,-1.76,Low,1.07,75.15
4.86,5.7,3.97,0.82,2,83.3,0.24,Low,0.45,82.85
5.06,7.02,2.74,1.76,7,71.56,2.11,Low,0.83,70.73
4.63,7.04,7.3,0.32,8,61.0,5.47,High,0.75,60.26
7.42,6.07,6.28,0.73,5,74.55,1.73,Low,4.56,69.98
2.52,6.44,2.12,0.58,8,60.53,1.02,Low,0.9,59.62
6.22,6.65,3.19,1.88,6,66.51,3.51,Medium,0.47,66.04
7.2,8.21,4.05,1.23,4,81.33,3.95,Medium,2.0,79.33
6.43,6.78,4.82,0.15,7,65.89,1.22,Low,0.85,65.04
9.65,8.24,7.52,0.23,8,75.83,4.51,Medium,0.65,75.18
3.94,7.88,6.73,2.5,9,63.53,6.11,High,1.81,61.71
6.91,7.86,5.13,1.87,5,84.22,4.09,Medium,4.6,79.62
4.79,9.08,4.35,1.67,9,67.44,2.31,Low,0.15,67.29
7.47,5.32,0.57,1.01,8,76.44,5.6,High,1.04,75.4
4.98,6.29,8.23,2.21,1,87.0,1.7,Low,4.12,82.88
4.22,9.64,3.88,0.12,8,66.34,4.08,Medium,1.23,65.11
7.61,6.61,8.89,1.6,8,58.03,4.83,Medium,2.21,55.82
4.02,3.0,5.49,0.65,7,55.62,5.36,High,0.49,55.13
2.17,6.7,10.06,0.8,1,60.19,0.04,Low,3.98,56.22
3.97,7.2,6.52,1.58,6,69.03,2.45,Medium,3.68,65.35
6.24,3.07,1.42,0.89,2,80.62,1.13,Low,0.64,79.98
7.78,9.0,3.46,0.65,6,79.38,2.98,Medium,4.74,74.64
5.22,5.93,4.58,0.6,2,78.14,5.13,High,2.95,75.19
7.64,7.49,2.82,0.0,2,87.8,4.96,High,3.99,83.81
2.28,6.66,4.06,1.61,7,62.43,2.27,Low,3.82,58.61
4.11,5.07,1.58,0.19,10,62.54,6.96,High,2.6,59.94
4.42,5.39,5.01,2.49,1,75.81,-0.89,Low,3.74,72.07
4.77,5.6,5.59,0.77,5,68.58,3.9,Medium,1.19,67.39
5.17,8.63,2.49,2.05,1,93.51,-1.75,Low,0.11,93.4
6.38,6.78,9.85,0.0,9,57.1,6.02,High,1.71,55.39
4.11,6.22,5.16,1.59,5,75.68,6.68,High,0.76,74.92
5.28,5.6,2.96,1.79,5,78.47,1.82,Low,4.91,73.57
4.91,8.79,0.93,2.04,4,81.04,-0.76,Low,4.62,76.42
3.15,9.2,5.15,0.0,3,68.56,-0.58,Low,0.72,67.84
4.77,8.78,4.35,0.44,8,69.74,2.38,Medium,1.72,68.02
4.71,7.74,6.96,1.46,7,73.88,1.78,Low,2.55,71.33
4.67,7.43,4.64,1.12,9,65.05,4.71,Medium,1.99,63.05
5.06,5.18,2.02,1.23,6,70.73,3.12,Medium,3.5,67.23
5.15,6.63,9.18,0.71,1,76.56,2.66,Medium,2.52,74.04
4.14,5.97,6.09,2.24,5,64.98,2.9,Medium,2.83,62.15
7.55,4.26,4.36,3.09,5,76.47,2.57,Medium,3.39,73.08
2.66,8.59,5.41,1.08,7,62.47,1.88,Low,0.12,62.35
3.56,5.96,6.19,1.36,10,49.06,5.75,High,0.06,49.0
10.56,8.79,1.43,1.04,1,100.0,0.12,Low,0.89,99.11
2.92,8.32,5.39,2.03,1,75.6,-1.15,Low,3.59,72.01
2.29,7.84,3.87,1.66,6,65.57,1.51,Low,1.2,64.37
6.47,7.92,6.27,0.15,6,67.61,6.08,High,4.6,63.01
0.85,6.08,3.15,0.51,9,50.67,6.64,High,0.39,50.27
4.53,9.79,3.49,0.19,3,76.9,0.15,Low,2.9,74.0
9.29,7.06,9.16,3.16,5,86.41,3.25,Medium,0.13,86.28
1.91,7.45,8.08,1.51,5,54.45,2.7,Medium,4.86,49.59
1.04,6.03,0.0,0.52,1,59.31,0.5,Low,1.07,58.24
2.0,5.6,7.89,0.46,6,45.5,3.93,Medium,2.94,42.56
6.8,7.72,4.82,1.64,4,85.06,2.69,Medium,4.77,80.29
7.25,7.33,3.23,1.72,6,74.25,1.89,Low,0.15,74.1
3.97,5.82,2.48,1.64,8,67.83,1.72,Low,2.56,65.27
6.37,4.84,2.63,0.66,8,65.85,5.62,High,9.21,56.64
7.78,5.1,3.3,1.24,3,85.32,2.56,Medium,1.76,83.56
8.57,8.79,2.18,1.09,9,72.71,5.0,High,3.27,69.44
4.51,6.08,1.61,0.25,4,71.65,-1.05,Low,2.71,68.93
0.4,6.49,2.4,0.26,1,54.53,2.05,Low,1.25,53.29
3.36,9.18,5.81,1.33,9,57.3,4.27,Medium,3.53,53.78
4.15,5.32,5.13,1.16,5,55.17,0.33,Low,2.33,52.83
4.48,5.91,6.39,1.44,8,54.08,6.23,High,2.35,51.73
4.62,5.85,4.83,1.63,7,63.02,3.23,Medium,4.76,58.26
7.24,9.43,1.73,2.2,5,90.45,1.25,Low,2.68,87.77
7.55,9.99,6.24,0.38,8,80.38,3.59,Medium,3.92,76.46
4.66,8.13,2.49,1.5,1,74.32,-0.71,Low,4.34,69.98
7.2,8.18,6.62,1.6,4,81.75,2.58,Medium,2.9,78.85
5.72,6.13,2.09,0.75,5,73.75,-0.23,Low,3.93,69.82
5.13,9.92,3.28,1.1,4,78.44,2.11,Low,1.55,76.89
6.81,7.4,4.1,0.77,6,71.66,3.39,Medium,0.91,70.75
5.14,8.28,6.69,2.69,9,72.68,5.18,High,3.48,69.2
9.12,6.84,5.44,1.08,1,100.0,2.91,Medium,4.63,95.37
2.12,6.6,5.05,1.36,10,39.63,4.87,Medium,0.21,39.41
3.97,9.49,9.71,0.79,2,64.04,2.2,Low,3.82,60.23
4.75,7.81,0.41,0.62,1,78.82,-3.1,Low,0.14,78.68
5.88,9.18,2.4,0.0,7,72.86,1.4,Low,2.29,70.56
7.54,7.38,2.3,1.88,2,99.38,0.73,Low,3.39,96.0
4.95,5.73,0.57,1.61,9,69.88,3.9,Medium,2.03,67.86
2.16,6.12,3.2,0.76,8,51.58,4.0,Medium,1.5,50.07
6.69,7.15,6.72,0.28,10,61.89,8.26,High,0.93,60.96
6.51,6.06,3.52,1.14,1,82.72,0.67,Low,4.89,77.83
1.12,5.34,4.17,0.6,3,58.39,1.8,Low,2.85,55.54
4.99,8.8,0.69,0.82,6,81.3,1.49,Low,0.64,80.66
1.82,6.18,3.01,0.0,3,62.09,0.54,Low,0.24,61.85
3.67,7.21,3.85,1.17,9,47.87,3.67,Medium,1.22,46.65
3.19,7.44,6.61,1.19,10,51.39,3.97,Medium,2.69,48.7
6.62,6.12,0.81,1.88,10,72.19,4.18,Medium,3.76,68.43
5.23,9.18,3.86,0.88,2,87.09,-0.05,Low,4.9,82.18
2.43,5.32,7.72,0.73,6,50.18,3.83,Medium,4.17,46.01
6.76,7.39,3.89,0.0,2,84.78,-1.31,Low,3.06,81.72
2.13,7.37,0.0,1.88,3,70.43,-0.81,Low,3.33,67.1
5.66,6.92,8.2,1.71,10,64.02,4.86,Medium,2.61,61.41
3.37,5.05,6.84,1.02,9,54.58,5.41,High,2.17,52.41
4.27,8.31,7.17,0.0,9,46.79,3.37,Medium,3.92,42.87
6.01,8.12,0.64,0.03,2,78.91,0.03,Low,0.89,78.02
6.04,5.99,8.78,0.56,8,62.47,5.49,High,1.67,60.8
7.67,8.06,3.07,1.77,3,90.67,0.24,Low,4.89,85.78
4.84,7.56,3.73,1.23,2,83.72,1.0,Low,2.86,80.86
5.61,5.08,3.24,0.0,10,58.95,6.13,High,2.49,56.46
4.12,5.72,7.37,1.32,8,58.32,4.98,High,4.25,54.07
5.36,8.71,4.55,0.33,3,73.29,2.11,Low,3.81,69.48
5.88,7.46,6.2,0.58,8,66.58,4.06,Medium,1.63,64.95
4.8,6.15,5.19,1.78,6,68.78,3.92,Medium,3.13,65.65
1.39,5.71,4.76,1.61,1,59.24,0.11,Low,0.93,58.32
5.66,6.23,2.63,1.87,2,87.79,-0.82,Low,0.26,87.52
5.73,6.33,9.53,0.98,2,60.76,1.71,Low,4.95,55.81
3.64,5.73,1.34,1.71,7,66.17,4.32,Medium,3.69,62.48
2.43,4.39,6.03,0.53,6,42.58,6.24,High,4.65,37.92
7.95,8.71,5.94,0.79,2,83.58,2.67,Medium,4.16,79.43
5.98,8.46,7.89,0.74,1,84.16,0.5,Low,2.14,82.02
4.54,5.09,8.47,1.02,5,53.2,6.36,High,4.31,48.89
2.73,7.2,4.66,0.0,2,58.62,1.7,Low,3.93,54.68
3.36,5.65,6.33,0.82,10,50.59,6.21,High,1.29,49.3
7.61,6.61,9.41,2.16,10,60.45,9.69,High,3.12,57.33
5.28,6.48,4.84,0.13,6,70.28,2.25,Low,1.53,68.76
3.9,6.36,2.33,0.0,2,74.03,1.73,Low,1.17,72.86
6.02,10.0,4.04,0.0,9,66.13,2.69,Medium,0.41,65.73
3.37,6.34,1.74,3.13,5,77.85,0.26,Low,2.72,75.13
8.0,5.79,5.93,1.37,7,65.11,8.77,High,1.96,63.15
7.71,5.86,7.66,0.78,4,77.76,4.68,Medium,0.44,77.32
4.07,8.57,4.7,1.05,2,69.29,3.22,Medium,3.59,65.69
3.74,4.52,0.95,1.18,3,67.52,1.76,Low,3.62,63.91
0.0,5.86,7.55,0.49,5,39.55,3.52,Medium,1.18,38.37
2.04,9.17,0.56,0.59,1,81.81,-2.73,Low,4.78,77.04
2.32,7.37,1.14,0.87,4,64.43,1.89,Low,3.89,60.54
5.27,7.29,4.55,0.42,4,71.69,2.19,Low,4.03,67.67
4.35,10.0,5.63,0.68,2,74.8,0.54,Low,0.02,74.78
2.31,7.37,6.06,1.28,9,45.83,3.92,Medium,4.89,40.93
4.44,5.94,4.83,0.2,6,55.83,3.36,Medium,4.95,50.88
6.01,6.58,9.4,3.09,9,65.9,5.97,High,2.54,63.37
6.06,5.3,5.16,1.6,6,69.75,4.03,Medium,4.93,64.82
1.2,8.88,7.59,0.0,2,61.0,0.77,Low,3.06,57.94
4.74,7.86,6.97,0.0,1,71.04,-1.15,Low,0.67,70.37
2.23,8.69,1.77,0.45,4,65.96,1.09,Low,4.07,61.89
6.8,8.82,4.58,1.55,1,94.46,0.09,Low,2.79,91.67
6.57,6.38,10.31,1.39,8,59.88,1.24,Low,1.71,58.17
3.2,5.58,3.74,0.91,1,61.91,-1.98,Low,1.18,60.73
3.47,6.92,3.31,0.52,5,68.54,1.3,Low,2.59,65.95
4.08,5.69,5.43,0.28,9,49.0,7.1,High,3.46,45.54
0.49,7.25,3.83,0.68,1,61.1,0.35,Low,4.39,56.71
5.67,8.7,3.02,0.19,4,75.0,0.36,Low,2.99,72.0
4.45,6.75,3.79,0.68,8,56.81,3.58,Medium,2.08,54.73
6.94,7.22,8.58,2.06,8,60.04,7.04,High,3.16,56.88
2.8,6.86,4.66,0.38,1,68.79,-0.6,Low,2.48,66.3
3.76,8.2,1.68,1.49,8,50.43,0.87,Low,3.26,47.17
1.99,6.0,1.22,1.61,3,73.44,1.46,Low,3.04,70.39
2.99,3.71,10.52,0.14,7,45.17,7.79,High,4.89,40.28
2.64,7.71,4.44,0.33,10,45.72,3.58,Medium,3.11,42.61
6.99,8.48,6.09,1.86,1,97.31,1.54,Low,3.46,93.85
3.6,7.67,3.07,0.26,5,76.23,1.73,Low,4.46,71.77
5.25,6.04,5.8,0.95,4,67.86,1.9,Low,4.57,63.3
4.24,5.3,8.65,2.63,4,66.53,5.08,High,0.7,65.82
2.46,7.74,3.37,1.78,5,66.31,0.33,Low,2.27,64.04
4.66,7.21,6.15,1.07,3,78.63,3.03,Medium,4.71,73.92
6.2,6.81,1.49,1.67,7,70.24,2.91,Medium,4.8,65.44
2.58,9.73,10.06,0.96,2,62.45,1.16,Low,0.95,61.5
6.62,5.58,5.67,1.81,1,87.17,0.66,Low,2.22,84.95
3.3,9.66,3.97,0.0,6,68.64,0.47,Low,1.39,67.25
4.03,7.05,4.26,0.89,1,74.3,-0.08,Low,3.95,70.35
6.06,4.25,3.72,0.0,7,70.11,3.79,Medium,4.26,65.85
3.67,6.73,3.85,1.13,8,60.93,3.78,Medium,2.35,58.58
5.08,8.44,0.0,0.81,2,86.18,-2.48,Low,3.38,82.8
4.37,6.45,4.76,2.09,4,75.01,1.72,Low,4.35,70.66
5.26,4.79,4.65,1.57,7,64.04,4.81,Medium,3.55,60.49
0.24,6.75,6.22,0.58,6,45.12,1.76,Low,0.78,44.33
1.34,5.71,3.69,0.68,2,55.34,1.64,Low,3.56,51.78
6.23,7.74,3.07,1.3,4,96.38,2.86,Medium,0.79,95.58
7.07,8.16,4.98,0.54,3,80.41,0.04,Low,3.27,77.14
3.18,5.42,0.97,0.97,9,60.66,2.47,Medium,1.67,58.99
4.51,5.94,5.36,2.05,6,75.6,1.31,Low,0.28,75.31
5.59,8.13,0.35,0.34,2,78.41,0.35,Low,1.13,77.27
6.39,5.71,7.8,0.64,2,76.25,2.97,Medium,2.34,73.91
0.94,5.38,6.71,0.75,3,50.84,-0.46,Low,4.97,45.87
3.23,5.23,2.68,3.53,5,78.9,0.7,Low,1.28,77.62
4.33,7.53,6.65,1.49,6,60.33,3.77,Medium,4.89,55.44
6.41,7.46,5.28,1.91,5,74.59,2.91,Medium,1.82,72.77
10.0,5.97,2.48,1.61,1,100.0,2.94,Medium,4.8,95.2
4.54,7.01,0.0,1.67,1,82.73,-2.76,Low,4.78,77.95
2.19,9.29,5.79,1.38,7,56.48,2.6,Medium,0.71,55.76
5.8,5.54,3.01,1.29,10,73.79,3.64,Medium,4.14,69.65
7.64,4.07,7.74,0.0,7,63.74,6.29,High,2.59,61.16
5.22,7.68,5.04,1.29,10,58.61,4.72,Medium,3.43,55.18
3.19,6.83,3.25,0.91,6,60.33,2.79,Medium,3.88,56.45
6.92,5.93,9.49,1.44,9,63.63,6.05,High,0.62,63.0
6.33,7.98,6.44,0.94,2,82.12,2.76,Medium,3.99,78.12
2.95,8.26,0.0,1.61,1,78.25,-2.78,Low,1.51,76.74
5.76,3.69,3.78,1.75,6,59.87,2.31,Low,3.66,56.2
6.99,6.02,1.54,0.0,6,75.46,3.39,Medium,2.87,72.59
7.36,10.0,3.0,0.65,9,78.53,6.52,High,3.42,75.1
4.87,7.88,4.64,0.0,10,55.03,2.72,Medium,3.11,51.92
4.28,8.01,5.89,1.19,1,82.31,-1.24,Low,4.05,78.26
7.45,8.76,5.65,0.76,1,92.01,1.25,Low,4.47,87.54
2.58,7.03,7.69,2.08,10,49.76,6.99,High,2.25,47.51
5.88,8.2,6.59,1.17,6,69.71,3.92,Medium,1.96,67.74
2.26,8.08,6.44,0.61,5,66.04,1.43,Low,1.21,64.83
7.13,7.81,5.5,1.75,6,73.36,4.01,Medium,4.07,69.3
